pickup_hour,trip_count,temperature_2m,precipitation
2026-02-25T14:00:00.000-05:00,6075,1.8,0.0
2026-02-25T15:00:00.000-05:00,6599,2.3,0.0
2026-02-25T16:00:00.000-05:00,6314,2.4,0.0
2026-02-25T17:00:00.000-05:00,7308,2.4,0.0
2026-02-25T18:00:00.000-05:00,8045,2.0,0.0
2026-02-25T19:00:00.000-05:00,7848,1.7,0.0
2026-02-25T20:00:00.000-05:00,8394,2.6,0.0
2026-02-25T21:00:00.000-05:00,7922,2.6,0.0
2026-02-25T22:00:00.000-05:00,6023,1.4,0.1
2026-02-25T23:00:00.000-05:00,3808,2.4,0.2
2026-02-26T00:00:00.000-05:00,2063,2.1,0.3
2026-02-26T01:00:00.000-05:00,978,2.0,0.0
2026-02-26T02:00:00.000-05:00,461,1.6,0.0
2026-02-26T03:00:00.000-05:00,323,1.4,0.0
2026-02-26T04:00:00.000-05:00,569,-1.0,0.0
2026-02-26T05:00:00.000-05:00,1262,-2.5,0.0
2026-02-26T06:00:00.000-05:00,2891,-3.6,0.0
2026-02-26T07:00:00.000-05:00,5391,-4.0,0.0
2026-02-26T08:00:00.000-05:00,6607,0.7,0.0
2026-02-26T09:00:00.000-05:00,6123,1.3,0.0
2026-02-26T10:00:00.000-05:00,5362,1.9,0.0
2026-02-26T11:00:00.000-05:00,5233,2.4,0.0
2026-02-26T12:00:00.000-05:00,5614,3.0,0.0
2026-02-26T13:00:00.000-05:00,5577,3.1,0.0
2026-02-26T14:00:00.000-05:00,6586,3.7,0.0
2026-02-26T15:00:00.000-05:00,7006,3.2,0.0
2026-02-26T16:00:00.000-05:00,6765,3.4,0.0
2026-02-26T17:00:00.000-05:00,7999,3.2,0.0
2026-02-26T18:00:00.000-05:00,8621,3.2,0.0
2026-02-26T19:00:00.000-05:00,8200,2.7,0.0
2026-02-26T20:00:00.000-05:00,8977,2.4,0.0
2026-02-26T21:00:00.000-05:00,9425,1.1,0.0
2026-02-26T22:00:00.000-05:00,7538,-0.7,0.0
2026-02-26T23:00:00.000-05:00,5565,-1.5,0.0
2026-02-27T00:00:00.000-05:00,3180,-2.2,0.0
2026-02-27T01:00:00.000-05:00,1602,-3.1,0.0
2026-02-27T02:00:00.000-05:00,1005,-2.2,0.0
2026-02-27T03:00:00.000-05:00,655,-4.6,0.0
2026-02-27T04:00:00.000-05:00,839,-6.2,0.0
2026-02-27T05:00:00.000-05:00,1285,-7.0,0.0
2026-02-27T06:00:00.000-05:00,2672,-7.8,0.0
2026-02-27T07:00:00.000-05:00,4678,-9.1,0.0
2026-02-27T08:00:00.000-05:00,5647,-9.2,0.0
2026-02-27T09:00:00.000-05:00,5085,-7.4,0.0
2026-02-27T10:00:00.000-05:00,4818,-6.0,0.0
2026-02-27T11:00:00.000-05:00,5425,-4.1,0.0
2026-02-27T12:00:00.000-05:00,5827,-2.2,0.0
2026-02-27T13:00:00.000-05:00,6053,-1.0,0.0
2026-02-27T14:00:00.000-05:00,6798,0.6,0.0
2026-02-27T15:00:00.000-05:00,7392,1.0,0.0
2026-02-27T16:00:00.000-05:00,7076,1.1,0.0
2026-02-27T17:00:00.000-05:00,7886,0.8,0.0
2026-02-27T18:00:00.000-05:00,8954,-0.3,0.0
2026-02-27T19:00:00.000-05:00,8934,-1.7,0.0
2026-02-27T20:00:00.000-05:00,8770,-1.9,0.0
2026-02-27T21:00:00.000-05:00,8175,-1.8,0.0
2026-02-27T22:00:00.000-05:00,8508,-2.3,0.0
2026-02-27T23:00:00.000-05:00,8236,-3.1,0.0
2026-02-28T00:00:00.000-05:00,7348,-3.6,0.0
2026-02-28T01:00:00.000-05:00,5518,-3.7,0.0
2026-02-28T02:00:00.000-05:00,4067,-3.8,0.0
2026-02-28T03:00:00.000-05:00,2980,-3.9,0.0
2026-02-28T04:00:00.000-05:00,1986,-4.2,0.0
2026-02-28T05:00:00.000-05:00,1072,-4.7,0.0
2026-02-28T06:00:00.000-05:00,1315,-5.7,0.0
2026-02-28T07:00:00.000-05:00,1565,-6.5,0.0
2026-02-28T08:00:00.000-05:00,2606,-6.5,0.0
2026-02-28T09:00:00.000-05:00,3721,-5.6,0.0
2026-02-28T10:00:00.000-05:00,4535,-3.5,0.0
2026-02-28T11:00:00.000-05:00,5189,-1.5,0.0
2026-02-28T12:00:00.000-05:00,5668,-0.2,0.0
2026-02-28T13:00:00.000-05:00,6126,0.6,0.0
2026-02-28T14:00:00.000-05:00,5833,1.6,0.0
2026-02-28T15:00:00.000-05:00,6295,2.3,0.0
2026-02-28T16:00:00.000-05:00,7188,2.7,0.0
2026-02-28T17:00:00.000-05:00,7988,2.8,0.0
2026-02-28T18:00:00.000-05:00,9634,2.4,0.0
2026-02-28T19:00:00.000-05:00,9728,1.4,0.0
2026-02-28T20:00:00.000-05:00,7680,0.3,0.0
2026-02-28T21:00:00.000-05:00,7841,-0.9,0.0
2026-02-28T22:00:00.000-05:00,9307,-1.9,0.0
2026-02-28T23:00:00.000-05:00,9243,-1.9,0.0
